p_partkey,p_name,p_mfgr,p_category,p_brand1,p_color,p_type,p_size,p_container
19034,cornsilk peach,MFGR#3,MFGR#33,MFGR#333,violet,SMALL PLATED NICKEL,40,SM CAN
19035,linen ghost,MFGR#1,MFGR#12,MFGR#1221,aquamarine,SMALL BRUSHED COPPER,33,JUMBO BAG
19036,pale antique,MFGR#1,MFGR#13,MFGR#1319,light,MEDIUM ANODIZED TIN,32,MED CAN
19037,brown deep,MFGR#2,MFGR#21,MFGR#2120,forest,MEDIUM POLISHED BRASS,16,MED CAN
19038,purple cream,MFGR#2,MFGR#22,MFGR#2237,khaki,LARGE BURNISHED COPPER,3,WRAP CASE
19039,pale steel,MFGR#2,MFGR#23,MFGR#2315,olive,ECONOMY PLATED TIN,6,MED DRUM
19040,blanched mint,MFGR#1,MFGR#11,MFGR#1121,midnight,MEDIUM POLISHED TIN,25,JUMBO DRUM
19041,brown indian,MFGR#2,MFGR#25,MFGR#2534,sienna,PROMO BURNISHED BRASS,49,WRAP CAN
19042,blanched moccasin,MFGR#5,MFGR#51,MFGR#517,azure,LARGE POLISHED NICKEL,47,MED PACK
19043,beige metallic,MFGR#2,MFGR#21,MFGR#215,coral,STANDARD ANODIZED BRASS,29,LG JAR
19044,linen powder,MFGR#3,MFGR#31,MFGR#3140,burlywood,SMALL BURNISHED STEEL,50,JUMBO JAR
19045,white sky,MFGR#3,MFGR#32,MFGR#322,chocolate,LARGE POLISHED STEEL,47,LG DRUM
19046,ivory papaya,MFGR#5,MFGR#55,MFGR#5524,burlywood,SMALL BURNISHED STEEL,39,SM CASE
19047,beige rosy,MFGR#5,MFGR#55,MFGR#5532,ivory,STANDARD BURNISHED COPPER,22,WRAP CASE
19048,smoke honeydew,MFGR#5,MFGR#54,MFGR#549,forest,PROMO BURNISHED BRASS,43,MED BOX
19049,puff blanched,MFGR#5,MFGR#52,MFGR#5214,pale,STANDARD BURNISHED BRASS,26,WRAP CASE
19050,cyan blue,MFGR#5,MFGR#52,MFGR#5218,cornsilk,STANDARD BRUSHED TIN,35,WRAP PACK
19051,lime spring,MFGR#3,MFGR#33,MFGR#3323,indian,MEDIUM POLISHED NICKEL,35,JUMBO BOX
19052,hot yellow,MFGR#5,MFGR#51,MFGR#5116,orchid,LARGE ANODIZED STEEL,42,LG CASE
19053,magenta goldenrod,MFGR#5,MFGR#54,MFGR#5437,chocolate,MEDIUM PLATED COPPER,30,LG CAN
19054,lime sky,MFGR#5,MFGR#51,MFGR#5133,burlywood,LARGE PLATED BRASS,26,JUMBO DRUM
19055,maroon dark,MFGR#1,MFGR#14,MFGR#1423,deep,STANDARD ANODIZED STEEL,43,WRAP PACK
19056,blue wheat,MFGR#2,MFGR#25,MFGR#2533,powder,SMALL BRUSHED COPPER,11,WRAP DRUM
19057,puff burlywood,MFGR#3,MFGR#35,MFGR#3539,dark,PROMO ANODIZED COPPER,41,SM BOX
19058,peach grey,MFGR#4,MFGR#43,MFGR#439,mint,SMALL BURNISHED TIN,29,JUMBO BAG
19059,snow firebrick,MFGR#4,MFGR#43,MFGR#4324,thistle,MEDIUM BURNISHED NICKEL,40,LG PACK
19060,snow blush,MFGR#4,MFGR#45,MFGR#4529,plum,MEDIUM BURNISHED BRASS,27,JUMBO CASE
19061,sandy magenta,MFGR#5,MFGR#51,MFGR#5136,dark,ECONOMY BRUSHED TIN,10,MED CASE
19062,steel grey,MFGR#2,MFGR#25,MFGR#2518,thistle,LARGE PLATED BRASS,26,MED CAN
19063,dodger burnished,MFGR#5,MFGR#51,MFGR#5124,firebrick,ECONOMY BRUSHED BRASS,50,WRAP BOX
19064,light coral,MFGR#1,MFGR#15,MFGR#1530,wheat,PROMO BRUSHED STEEL,31,LG BAG
19065,black cornflower,MFGR#1,MFGR#15,MFGR#1511,mint,SMALL ANODIZED STEEL,2,WRAP BOX
19066,sienna seashell,MFGR#3,MFGR#34,MFGR#3411,ghost,ECONOMY BRUSHED NICKEL,11,JUMBO JAR
19067,magenta chocolate,MFGR#1,MFGR#13,MFGR#1317,spring,PROMO ANODIZED COPPER,12,JUMBO CASE
19068,lime blanched,MFGR#3,MFGR#33,MFGR#339,spring,MEDIUM PLATED NICKEL,37,LG BOX
19069,misty coral,MFGR#1,MFGR#11,MFGR#1121,blanched,ECONOMY POLISHED TIN,29,SM PACK
19070,honeydew deep,MFGR#1,MFGR#13,MFGR#1312,burnished,MEDIUM PLATED TIN,50,JUMBO BAG
19071,dark seashell,MFGR#2,MFGR#21,MFGR#2117,azure,LARGE POLISHED NICKEL,1,JUMBO BOX
19072,mint cornflower,MFGR#3,MFGR#31,MFGR#315,olive,PROMO BURNISHED STEEL,22,MED PACK
19073,aquamarine smoke,MFGR#3,MFGR#31,MFGR#3132,sandy,ECONOMY BRUSHED STEEL,35,JUMBO JAR
19074,blush linen,MFGR#3,MFGR#33,MFGR#332,chocolate,PROMO POLISHED COPPER,4,WRAP CAN
19075,turquoise lime,MFGR#2,MFGR#25,MFGR#252,lavender,MEDIUM POLISHED NICKEL,17,SM PACK
19076,metallic powder,MFGR#5,MFGR#52,MFGR#5221,antique,PROMO PLATED TIN,46,LG JAR
19077,azure green,MFGR#3,MFGR#34,MFGR#3438,khaki,ECONOMY PLATED COPPER,50,WRAP CASE
19078,chartreuse drab,MFGR#2,MFGR#24,MFGR#242,lemon,LARGE ANODIZED STEEL,6,SM JAR
19079,magenta lawn,MFGR#2,MFGR#25,MFGR#259,cream,SMALL BRUSHED NICKEL,39,MED PACK
19080,blue gainsboro,MFGR#3,MFGR#32,MFGR#3227,coral,SMALL POLISHED STEEL,4,SM PACK
19081,almond plum,MFGR#3,MFGR#31,MFGR#3133,lemon,MEDIUM BURNISHED TIN,36,SM JAR
19082,sienna thistle,MFGR#2,MFGR#25,MFGR#254,cyan,PROMO POLISHED TIN,21,LG PKG
19083,sienna maroon,MFGR#5,MFGR#51,MFGR#517,puff,LARGE BRUSHED BRASS,35,MED JAR
19084,forest coral,MFGR#1,MFGR#13,MFGR#139,chartreuse,LARGE PLATED BRASS,12,MED JAR
19085,orchid chartreuse,MFGR#4,MFGR#41,MFGR#4118,rosy,STANDARD BRUSHED COPPER,27,SM CAN
19086,spring plum,MFGR#4,MFGR#45,MFGR#4537,burnished,PROMO BRUSHED NICKEL,19,MED PACK
19087,slate brown,MFGR#5,MFGR#52,MFGR#5232,snow,SMALL ANODIZED NICKEL,16,WRAP JAR
19088,spring magenta,MFGR#3,MFGR#31,MFGR#3134,puff,MEDIUM PLATED NICKEL,4,JUMBO JAR
19089,burlywood green,MFGR#1,MFGR#12,MFGR#1240,bisque,MEDIUM PLATED NICKEL,48,MED PACK
19090,ivory firebrick,MFGR#1,MFGR#13,MFGR#134,chartreuse,ECONOMY BURNISHED STEEL,7,WRAP BOX
19091,dim lawn,MFGR#2,MFGR#25,MFGR#256,royal,MEDIUM BURNISHED NICKEL,48,LG BOX
19092,lawn drab,MFGR#4,MFGR#43,MFGR#4313,metallic,STANDARD ANODIZED STEEL,48,LG CAN
19093,sienna lavender,MFGR#4,MFGR#45,MFGR#454,medium,MEDIUM BURNISHED STEEL,21,MED CAN
19094,smoke plum,MFGR#2,MFGR#24,MFGR#2420,grey,PROMO BURNISHED BRASS,32,SM CASE
19095,tan rose,MFGR#3,MFGR#34,MFGR#3438,olive,ECONOMY BURNISHED COPPER,48,SM DRUM
19096,navajo peru,MFGR#5,MFGR#53,MFGR#5328,magenta,STANDARD BURNISHED COPPER,24,SM CASE
19097,dodger navy,MFGR#3,MFGR#34,MFGR#3438,honeydew,LARGE ANODIZED COPPER,49,JUMBO CASE
19098,dark yellow,MFGR#2,MFGR#22,MFGR#2223,hot,STANDARD BURNISHED NICKEL,37,JUMBO CASE
19099,tan drab,MFGR#1,MFGR#14,MFGR#1413,beige,STANDARD POLISHED STEEL,15,JUMBO BAG
19100,forest blanched,MFGR#1,MFGR#12,MFGR#1239,bisque,PROMO BRUSHED TIN,48,MED PKG
19101,goldenrod pink,MFGR#2,MFGR#25,MFGR#251,magenta,LARGE PLATED TIN,44,MED PKG
19102,midnight saddle,MFGR#2,MFGR#25,MFGR#259,honeydew,PROMO BURNISHED COPPER,38,WRAP CAN
19103,plum blanched,MFGR#1,MFGR#11,MFGR#1112,lemon,MEDIUM POLISHED NICKEL,38,LG BAG
19104,forest tomato,MFGR#1,MFGR#15,MFGR#1534,chartreuse,STANDARD BURNISHED COPPER,17,JUMBO DRUM
19105,cyan navy,MFGR#4,MFGR#41,MFGR#4113,green,LARGE PLATED STEEL,50,LG CASE
19106,cyan blush,MFGR#1,MFGR#14,MFGR#1440,ghost,STANDARD POLISHED BRASS,24,SM CASE
19107,blush azure,MFGR#5,MFGR#53,MFGR#5339,cornflower,STANDARD ANODIZED TIN,36,SM PACK
19108,peru sky,MFGR#5,MFGR#51,MFGR#5130,lemon,STANDARD PLATED COPPER,17,SM PKG
19109,antique seashell,MFGR#5,MFGR#55,MFGR#5534,red,ECONOMY BRUSHED COPPER,43,WRAP BOX
19110,dark pale,MFGR#2,MFGR#23,MFGR#2321,ivory,PROMO BURNISHED NICKEL,10,LG CASE
19111,olive bisque,MFGR#4,MFGR#43,MFGR#436,antique,MEDIUM ANODIZED BRASS,17,JUMBO JAR
19112,medium snow,MFGR#3,MFGR#34,MFGR#3413,forest,MEDIUM BURNISHED NICKEL,32,LG CASE
19113,dark navajo,MFGR#3,MFGR#32,MFGR#328,navy,MEDIUM ANODIZED BRASS,35,LG JAR
19114,blanched lawn,MFGR#4,MFGR#41,MFGR#4126,forest,MEDIUM ANODIZED STEEL,7,MED JAR
19115,brown white,MFGR#5,MFGR#52,MFGR#5235,deep,PROMO BURNISHED NICKEL,7,MED JAR
19116,cream azure,MFGR#3,MFGR#32,MFGR#3210,mint,MEDIUM PLATED STEEL,8,SM PACK
19117,blush deep,MFGR#3,MFGR#33,MFGR#3321,mint,STANDARD PLATED BRASS,22,JUMBO CAN
19118,peru firebrick,MFGR#3,MFGR#35,MFGR#3515,slate,SMALL BRUSHED TIN,27,JUMBO BAG
19119,almond antique,MFGR#3,MFGR#33,MFGR#3312,brown,STANDARD BRUSHED COPPER,43,LG BAG
19120,rosy cornflower,MFGR#5,MFGR#54,MFGR#5425,coral,MEDIUM POLISHED TIN,47,MED PKG
19121,aquamarine lace,MFGR#1,MFGR#13,MFGR#133,lavender,MEDIUM POLISHED STEEL,10,WRAP JAR
19122,blush seashell,MFGR#4,MFGR#43,MFGR#4323,royal,ECONOMY ANODIZED BRASS,37,MED BAG
19123,azure smoke,MFGR#5,MFGR#53,MFGR#5318,antique,PROMO ANODIZED BRASS,14,JUMBO BAG
19124,hot plum,MFGR#5,MFGR#52,MFGR#5229,dark,ECONOMY POLISHED COPPER,8,MED BAG
19125,green mint,MFGR#1,MFGR#15,MFGR#151,lemon,ECONOMY POLISHED STEEL,35,LG DRUM
19126,wheat spring,MFGR#4,MFGR#43,MFGR#4317,puff,ECONOMY BURNISHED COPPER,12,LG BAG
19127,drab midnight,MFGR#2,MFGR#24,MFGR#2430,blanched,LARGE BRUSHED NICKEL,43,WRAP PACK
19128,black gainsboro,MFGR#4,MFGR#42,MFGR#4235,snow,SMALL POLISHED BRASS,23,WRAP PACK
19129,purple powder,MFGR#1,MFGR#12,MFGR#1213,aquamarine,STANDARD BRUSHED NICKEL,23,WRAP PACK
19130,chiffon khaki,MFGR#3,MFGR#35,MFGR#3536,honeydew,LARGE BURNISHED TIN,16,WRAP PKG
19131,rosy almond,MFGR#5,MFGR#51,MFGR#5140,lace,LARGE POLISHED STEEL,25,MED BOX
19132,lawn lavender,MFGR#2,MFGR#21,MFGR#2140,linen,ECONOMY PLATED STEEL,41,LG JAR
19133,lace maroon,MFGR#2,MFGR#25,MFGR#2524,gainsboro,PROMO ANODIZED STEEL,10,SM PACK
19134,pale firebrick,MFGR#4,MFGR#42,MFGR#4222,light,STANDARD BRUSHED TIN,9,SM BOX
19135,pink saddle,MFGR#2,MFGR#22,MFGR#2222,misty,LARGE BURNISHED STEEL,34,SM PACK
19136,royal coral,MFGR#4,MFGR#41,MFGR#412,blanched,ECONOMY BURNISHED TIN,35,LG BAG
19137,maroon azure,MFGR#3,MFGR#33,MFGR#3318,pink,STANDARD POLISHED BRASS,46,SM PACK
19138,ghost linen,MFGR#3,MFGR#33,MFGR#338,cornsilk,MEDIUM PLATED BRASS,11,JUMBO CASE
19139,beige ghost,MFGR#1,MFGR#14,MFGR#1422,grey,MEDIUM POLISHED COPPER,50,SM PKG
19140,firebrick lawn,MFGR#5,MFGR#52,MFGR#5232,burnished,STANDARD BURNISHED STEEL,17,JUMBO PKG
19141,slate honeydew,MFGR#2,MFGR#24,MFGR#2413,ivory,MEDIUM BURNISHED NICKEL,23,SM CAN
19142,lime navajo,MFGR#2,MFGR#23,MFGR#239,almond,PROMO PLATED COPPER,8,MED BAG
19143,dodger dark,MFGR#5,MFGR#55,MFGR#556,orange,LARGE BURNISHED COPPER,41,MED BAG
19144,grey hot,MFGR#1,MFGR#15,MFGR#157,sienna,SMALL BURNISHED COPPER,23,WRAP PKG
19145,brown light,MFGR#4,MFGR#43,MFGR#432,navajo,ECONOMY BRUSHED COPPER,22,SM BAG
19146,plum green,MFGR#2,MFGR#25,MFGR#2527,azure,STANDARD ANODIZED TIN,9,LG PACK
19147,firebrick peach,MFGR#5,MFGR#53,MFGR#5334,misty,SMALL PLATED BRASS,17,SM BOX
19148,navy chartreuse,MFGR#5,MFGR#55,MFGR#5512,pale,ECONOMY BRUSHED BRASS,31,WRAP CASE
19149,blush puff,MFGR#4,MFGR#45,MFGR#451,azure,PROMO BURNISHED STEEL,26,SM DRUM
19150,turquoise almond,MFGR#5,MFGR#52,MFGR#5218,khaki,MEDIUM BRUSHED COPPER,21,MED BAG
19151,cyan beige,MFGR#1,MFGR#15,MFGR#1535,peru,SMALL BRUSHED TIN,5,LG BAG
19152,almond blush,MFGR#5,MFGR#54,MFGR#5438,cream,ECONOMY BRUSHED TIN,1,WRAP JAR
19153,blue antique,MFGR#1,MFGR#15,MFGR#1526,floral,LARGE BRUSHED COPPER,38,SM CASE
19154,yellow rosy,MFGR#1,MFGR#14,MFGR#1434,chiffon,MEDIUM BURNISHED TIN,36,MED CAN
19155,metallic brown,MFGR#3,MFGR#31,MFGR#3129,navajo,ECONOMY PLATED TIN,1,SM JAR
19156,spring ivory,MFGR#3,MFGR#35,MFGR#3516,peach,MEDIUM POLISHED NICKEL,10,LG JAR
19157,goldenrod aquamarine,MFGR#4,MFGR#43,MFGR#4328,cream,STANDARD BURNISHED STEEL,45,JUMBO CAN
19158,sandy navy,MFGR#4,MFGR#43,MFGR#4327,peru,MEDIUM ANODIZED STEEL,6,LG PACK
19159,grey peru,MFGR#4,MFGR#41,MFGR#4139,chiffon,LARGE BRUSHED STEEL,39,LG CAN
19160,hot powder,MFGR#4,MFGR#42,MFGR#4237,turquoise,SMALL ANODIZED COPPER,9,WRAP PACK
19161,azure dim,MFGR#3,MFGR#35,MFGR#3523,lace,MEDIUM POLISHED BRASS,38,LG DRUM
19162,lime cornflower,MFGR#3,MFGR#34,MFGR#3434,azure,LARGE BURNISHED TIN,1,MED BAG
19163,tan frosted,MFGR#4,MFGR#44,MFGR#4436,beige,LARGE PLATED TIN,5,LG CASE
19164,burnished papaya,MFGR#3,MFGR#31,MFGR#313,slate,ECONOMY PLATED STEEL,32,MED PACK
19165,peru coral,MFGR#1,MFGR#12,MFGR#1238,bisque,PROMO POLISHED STEEL,16,MED JAR
19166,yellow thistle,MFGR#5,MFGR#52,MFGR#527,lace,SMALL BRUSHED BRASS,2,MED JAR
19167,steel lemon,MFGR#5,MFGR#51,MFGR#514,powder,PROMO POLISHED COPPER,7,LG BAG
19168,blue green,MFGR#2,MFGR#24,MFGR#2422,metallic,SMALL BURNISHED NICKEL,34,MED PACK
19169,yellow cyan,MFGR#5,MFGR#54,MFGR#5434,pale,ECONOMY BURNISHED BRASS,16,LG PKG
19170,chartreuse brown,MFGR#3,MFGR#33,MFGR#3310,navajo,ECONOMY BRUSHED NICKEL,49,JUMBO JAR
19171,purple peru,MFGR#2,MFGR#22,MFGR#2221,sandy,PROMO ANODIZED BRASS,16,MED BOX
19172,wheat yellow,MFGR#1,MFGR#15,MFGR#154,papaya,LARGE BRUSHED STEEL,20,SM JAR
19173,green saddle,MFGR#5,MFGR#55,MFGR#557,beige,SMALL PLATED NICKEL,31,SM CAN
19174,dim khaki,MFGR#3,MFGR#33,MFGR#332,cream,SMALL ANODIZED COPPER,43,LG DRUM
19175,chartreuse slate,MFGR#4,MFGR#45,MFGR#4510,cyan,ECONOMY ANODIZED BRASS,43,JUMBO CAN
19176,orchid lemon,MFGR#4,MFGR#44,MFGR#4417,floral,MEDIUM PLATED TIN,5,MED CAN
19177,burlywood dodger,MFGR#4,MFGR#44,MFGR#444,pale,STANDARD BURNISHED TIN,45,JUMBO BOX
19178,slate honeydew,MFGR#3,MFGR#35,MFGR#3530,beige,PROMO POLISHED COPPER,16,MED BOX
19179,sienna misty,MFGR#1,MFGR#12,MFGR#1226,brown,ECONOMY BURNISHED STEEL,2,MED CASE
19180,orange drab,MFGR#3,MFGR#31,MFGR#3125,peru,ECONOMY POLISHED BRASS,2,LG DRUM
19181,navajo peach,MFGR#1,MFGR#11,MFGR#1120,papaya,ECONOMY PLATED NICKEL,30,JUMBO JAR
19182,cream bisque,MFGR#5,MFGR#55,MFGR#5523,navy,SMALL BURNISHED COPPER,43,MED CASE
19183,hot lawn,MFGR#2,MFGR#22,MFGR#2226,violet,MEDIUM PLATED TIN,24,MED JAR
19184,beige seashell,MFGR#1,MFGR#15,MFGR#1524,azure,ECONOMY ANODIZED TIN,35,MED BAG
19185,indian sienna,MFGR#1,MFGR#11,MFGR#1126,blanched,MEDIUM POLISHED TIN,27,MED PACK
19186,chartreuse lawn,MFGR#2,MFGR#25,MFGR#2519,gainsboro,LARGE PLATED STEEL,16,WRAP JAR
19187,honeydew cyan,MFGR#4,MFGR#42,MFGR#4238,puff,STANDARD ANODIZED NICKEL,27,LG PACK
19188,moccasin ivory,MFGR#4,MFGR#45,MFGR#4537,sandy,LARGE POLISHED NICKEL,5,JUMBO CAN
19189,pink ghost,MFGR#1,MFGR#15,MFGR#1534,bisque,SMALL POLISHED BRASS,36,LG CASE
19190,cream hot,MFGR#1,MFGR#14,MFGR#1439,black,MEDIUM BURNISHED STEEL,37,SM DRUM
19191,cyan floral,MFGR#5,MFGR#51,MFGR#516,deep,MEDIUM BRUSHED TIN,12,LG DRUM
19192,magenta aquamarine,MFGR#2,MFGR#23,MFGR#2319,seashell,LARGE PLATED TIN,14,JUMBO BOX
19193,coral orchid,MFGR#1,MFGR#11,MFGR#1116,metallic,STANDARD BURNISHED COPPER,11,MED PACK
19194,peach forest,MFGR#2,MFGR#23,MFGR#2337,dodger,ECONOMY BURNISHED NICKEL,30,LG JAR
19195,frosted honeydew,MFGR#2,MFGR#25,MFGR#2533,green,MEDIUM BURNISHED NICKEL,9,SM JAR
19196,cyan mint,MFGR#5,MFGR#54,MFGR#5421,maroon,ECONOMY ANODIZED BRASS,7,JUMBO BAG
19197,medium royal,MFGR#4,MFGR#45,MFGR#4529,moccasin,MEDIUM ANODIZED NICKEL,8,SM PACK
19198,puff purple,MFGR#4,MFGR#42,MFGR#4229,navajo,PROMO BURNISHED NICKEL,28,WRAP JAR
19199,seashell blanched,MFGR#1,MFGR#14,MFGR#1431,midnight,ECONOMY BURNISHED STEEL,10,SM CASE
19200,chiffon plum,MFGR#5,MFGR#51,MFGR#5133,olive,MEDIUM BRUSHED TIN,6,WRAP BOX
19201,light aquamarine,MFGR#1,MFGR#11,MFGR#1135,pink,MEDIUM PLATED NICKEL,31,JUMBO CASE
19202,sandy thistle,MFGR#5,MFGR#55,MFGR#5535,grey,LARGE BRUSHED TIN,43,JUMBO JAR
19203,red indian,MFGR#4,MFGR#44,MFGR#446,dim,PROMO BRUSHED COPPER,28,JUMBO CASE
19204,burnished honeydew,MFGR#3,MFGR#35,MFGR#3519,dark,PROMO POLISHED NICKEL,44,SM JAR
19205,navy peach,MFGR#4,MFGR#44,MFGR#449,cornflower,STANDARD PLATED COPPER,9,JUMBO DRUM
19206,plum aquamarine,MFGR#5,MFGR#52,MFGR#527,sandy,LARGE ANODIZED STEEL,42,WRAP CAN
19207,orchid lawn,MFGR#4,MFGR#42,MFGR#4222,dodger,LARGE BURNISHED NICKEL,46,LG CAN
19208,dim azure,MFGR#5,MFGR#53,MFGR#5322,beige,PROMO ANODIZED STEEL,40,JUMBO BAG
19209,papaya linen,MFGR#5,MFGR#53,MFGR#532,azure,LARGE BRUSHED NICKEL,22,JUMBO PACK
19210,pale medium,MFGR#5,MFGR#53,MFGR#5332,rose,PROMO ANODIZED BRASS,35,LG CASE
19211,wheat lawn,MFGR#1,MFGR#15,MFGR#157,honeydew,MEDIUM BRUSHED NICKEL,38,SM CAN
19212,blanched puff,MFGR#1,MFGR#11,MFGR#1123,blue,MEDIUM PLATED COPPER,1,SM JAR
19213,orange rosy,MFGR#4,MFGR#44,MFGR#4417,spring,ECONOMY BURNISHED STEEL,11,MED PKG
19214,blanched blush,MFGR#2,MFGR#25,MFGR#2535,chiffon,MEDIUM BURNISHED BRASS,44,JUMBO CASE
19215,floral gainsboro,MFGR#3,MFGR#31,MFGR#3124,navajo,SMALL POLISHED NICKEL,25,LG PKG
19216,lawn navajo,MFGR#5,MFGR#51,MFGR#5123,dark,ECONOMY BRUSHED BRASS,14,JUMBO BOX
19217,pink bisque,MFGR#1,MFGR#15,MFGR#1526,antique,MEDIUM BRUSHED COPPER,7,MED CASE
19218,moccasin burlywood,MFGR#4,MFGR#44,MFGR#4431,chocolate,MEDIUM PLATED STEEL,37,JUMBO PACK
19219,azure forest,MFGR#2,MFGR#25,MFGR#2513,olive,PROMO BURNISHED TIN,2,JUMBO BOX
19220,drab grey,MFGR#1,MFGR#11,MFGR#1111,cornflower,SMALL ANODIZED STEEL,41,WRAP PACK
19221,blue coral,MFGR#5,MFGR#53,MFGR#5314,rose,ECONOMY BURNISHED COPPER,23,LG DRUM
19222,antique dim,MFGR#4,MFGR#41,MFGR#4115,midnight,SMALL PLATED BRASS,6,WRAP DRUM
19223,lemon almond,MFGR#5,MFGR#53,MFGR#531,dark,ECONOMY BRUSHED BRASS,28,SM PACK
19224,metallic floral,MFGR#3,MFGR#34,MFGR#3419,green,STANDARD BURNISHED STEEL,25,LG CASE
19225,rosy tan,MFGR#4,MFGR#45,MFGR#452,lemon,STANDARD BURNISHED COPPER,39,LG DRUM
19226,orchid lace,MFGR#3,MFGR#34,MFGR#3412,peru,SMALL BURNISHED NICKEL,4,JUMBO BOX
19227,coral blue,MFGR#2,MFGR#22,MFGR#2211,spring,STANDARD PLATED BRASS,1,LG CASE
19228,royal khaki,MFGR#2,MFGR#25,MFGR#2524,forest,ECONOMY PLATED NICKEL,14,JUMBO BOX
19229,rose violet,MFGR#2,MFGR#22,MFGR#2235,puff,ECONOMY BURNISHED TIN,12,MED PACK
19230,steel deep,MFGR#2,MFGR#21,MFGR#2130,medium,PROMO BURNISHED NICKEL,35,JUMBO DRUM
19231,green mint,MFGR#1,MFGR#15,MFGR#1527,wheat,PROMO BURNISHED COPPER,32,JUMBO CASE
19232,deep salmon,MFGR#4,MFGR#45,MFGR#4514,rose,SMALL BURNISHED COPPER,21,LG BOX
19233,rose orchid,MFGR#4,MFGR#44,MFGR#4411,firebrick,LARGE PLATED STEEL,36,SM CAN
19234,puff dim,MFGR#2,MFGR#21,MFGR#2132,beige,SMALL PLATED COPPER,36,WRAP CASE
19235,cream burlywood,MFGR#4,MFGR#41,MFGR#4116,orchid,STANDARD PLATED NICKEL,6,MED CAN
19236,lavender burlywood,MFGR#4,MFGR#43,MFGR#4335,hot,PROMO BRUSHED BRASS,48,JUMBO BAG
19237,linen magenta,MFGR#2,MFGR#23,MFGR#236,brown,PROMO BURNISHED STEEL,18,SM BOX
19238,slate misty,MFGR#4,MFGR#42,MFGR#4218,lavender,STANDARD BURNISHED NICKEL,47,LG CASE
19239,steel red,MFGR#3,MFGR#34,MFGR#3433,rose,SMALL BURNISHED TIN,20,JUMBO BAG
19240,honeydew chiffon,MFGR#1,MFGR#15,MFGR#1511,orange,SMALL PLATED NICKEL,12,WRAP JAR
19241,moccasin azure,MFGR#4,MFGR#45,MFGR#452,burnished,ECONOMY BURNISHED STEEL,19,LG PKG
19242,navy brown,MFGR#1,MFGR#11,MFGR#1129,linen,LARGE PLATED NICKEL,35,SM CAN
19243,cornflower plum,MFGR#1,MFGR#11,MFGR#115,blush,ECONOMY PLATED NICKEL,13,JUMBO PACK
19244,gainsboro thistle,MFGR#4,MFGR#43,MFGR#4336,ghost,LARGE POLISHED NICKEL,50,WRAP BOX
19245,papaya navy,MFGR#5,MFGR#54,MFGR#5433,bisque,ECONOMY POLISHED STEEL,20,LG PACK
19246,chiffon dim,MFGR#4,MFGR#42,MFGR#4232,puff,ECONOMY BURNISHED BRASS,35,SM BOX
19247,thistle red,MFGR#4,MFGR#42,MFGR#4212,deep,PROMO BURNISHED BRASS,27,SM BOX
19248,antique thistle,MFGR#3,MFGR#34,MFGR#343,honeydew,MEDIUM POLISHED NICKEL,3,WRAP PACK
19249,orange purple,MFGR#2,MFGR#21,MFGR#2110,bisque,SMALL BURNISHED COPPER,30,SM PKG
19250,maroon indian,MFGR#1,MFGR#14,MFGR#1431,royal,LARGE ANODIZED NICKEL,23,WRAP CAN
19251,indian midnight,MFGR#2,MFGR#25,MFGR#2536,steel,LARGE ANODIZED COPPER,17,SM BOX
19252,chiffon lavender,MFGR#1,MFGR#13,MFGR#1317,wheat,STANDARD BURNISHED COPPER,46,SM BOX
19253,snow misty,MFGR#4,MFGR#41,MFGR#4127,brown,LARGE POLISHED STEEL,47,MED DRUM
19254,forest peru,MFGR#4,MFGR#41,MFGR#4116,drab,PROMO BURNISHED TIN,25,SM CASE
19255,navajo dodger,MFGR#5,MFGR#55,MFGR#559,antique,STANDARD PLATED NICKEL,44,SM CAN
19256,goldenrod cyan,MFGR#1,MFGR#11,MFGR#1113,indian,PROMO PLATED NICKEL,3,LG JAR
19257,burlywood plum,MFGR#1,MFGR#11,MFGR#1114,yellow,SMALL POLISHED BRASS,23,MED PACK
19258,blue burnished,MFGR#3,MFGR#33,MFGR#3313,black,LARGE BURNISHED NICKEL,36,MED JAR
19259,floral snow,MFGR#2,MFGR#25,MFGR#2514,burnished,MEDIUM ANODIZED TIN,22,LG JAR
19260,drab dodger,MFGR#4,MFGR#43,MFGR#4319,lawn,PROMO POLISHED COPPER,35,WRAP BAG
19261,floral antique,MFGR#4,MFGR#44,MFGR#4435,maroon,LARGE POLISHED STEEL,6,MED PKG
19262,slate dark,MFGR#3,MFGR#33,MFGR#3310,black,ECONOMY BURNISHED BRASS,27,LG BOX
19263,almond khaki,MFGR#5,MFGR#54,MFGR#5429,drab,STANDARD BRUSHED NICKEL,10,LG JAR
19264,blush steel,MFGR#4,MFGR#45,MFGR#4514,sandy,PROMO ANODIZED TIN,7,WRAP DRUM
19265,coral light,MFGR#3,MFGR#31,MFGR#3114,cream,PROMO BURNISHED NICKEL,38,JUMBO PACK
19266,indian deep,MFGR#1,MFGR#11,MFGR#115,antique,MEDIUM PLATED COPPER,31,MED CASE
19267,turquoise midnight,MFGR#2,MFGR#24,MFGR#242,chocolate,ECONOMY BURNISHED NICKEL,18,JUMBO CASE
19268,lawn light,MFGR#1,MFGR#15,MFGR#1526,dodger,ECONOMY POLISHED TIN,36,WRAP BOX
19269,chiffon rose,MFGR#1,MFGR#15,MFGR#1511,spring,ECONOMY ANODIZED NICKEL,10,LG BOX
